Symbol,Uniprot,PDB-ID
RASA1,P20936,"1WER,1WQ1,2GQI,2GSB,2J05,2J06,2M51,4FSS,6PXB,6PXC,6WAX,6WAY,8BOS,8DGQ"
MT-ATP6,,
NTF3,P20783,"1B8K,1BND,1NT3,3BUK"
PAX7,P23759,
GDF11,O95390,"5E4G,5JHW,5UHM,6MAC,7MRZ"
CSF3,P09919,"1CD9,1GNC,1PGR,1RHG,2D9Q,5GW9,5ZO6"
CCN2,P29279,
TPM1,P09493,"3MUD,5KHT,6UT2,6X5Z,7UTI,7UTL,8EFH,8EFI,8ENC"
STAT1,P42224,"1BF5,1YVL,2KA6,3WWT,7NUF,8D3F"
PDIA3,P30101,"2ALB,2DMM,2H8L,3F8U,6ENY,7QNG,7QPD"
UTRN,P46939,"1BHD,1QAG,6M5G"
ALB,P02768,"1AO6,1BJ5,1BKE,1BM0,1E78,1E7A,1E7B,1E7C,1E7E,1E7F,1E7G,1E7H,1E7I,1GNI,1GNJ,1H9Z,1HA2,1HK1,1HK2,1HK3,1HK4,1HK5,1N5U,1O9X,1TF0,1UOR,1YSX,2BX8,2BXA,2BXB,2BXC,2BXD,2BXE,2BXF,2BXG,2BXH,2BXI,2BXK,2BXL,2BXM,2BXN,2BXO,2BXP,2BXQ,2ESG,2I2Z,2I30,2N0X,2VDB,2VUE,2VUF,2XSI,2XVQ,2XVU,2XVV,2XVW,2XW0,2XW1,2YDF,3A73,3B9L,3B9M,3CX9,3JQZ,3JRY,3LU6,3LU7,3LU8,3SQJ,3TDL,3UIV,4BKE,4E99,4EMX,4G03,4G04,4HGK,4HGM,4IW1,4IW2,4K2C,4K71,4L8U,4L9K,4L9Q,4LA0,4LB2,4LB9,4N0F,4N0U,4S1Y,4Z69,5FUO,5GIX,5GIY,5ID7,5IFO,5IJF,5UJB,5VNW,5X52,5YB1,5YOQ,5Z0B,6A7P,6EZQ,6JE7,6L4K,6M4R,6M58,6M5D,6M5E,6QIO,6QIP,6R7S,6WUW,6XV0,6YG9,6ZL1,7A9C,7AAE,7AAI,7D6J,7DJN,7DL4,7EEK,7FFR,7FFS,7JWN,7QFE,7VR0,7VR9,7WKZ,7WLF,7WOJ,7WOK,7WZ9,7X7X,7Y2D,7Z57,8A9Q,8CKS,8EW4,8EW7,8EY5,8H0O,8ISM,8ITR,8ITT,8J8E,8K1Y,8OI2,8Q3F,8RCO,8RCP,8RGK,8RGL,8VAC,8VAE,8VAF,8YXA,8YXB,8Z8V,9CSG"
MAPK14,Q16539,"1A9U,1BL6,1BL7,1BMK,1DI9,1IAN,1KV1,1KV2,1M7Q,1OUK,1OUY,1OVE,1OZ1,1R39,1R3C,1W7H,1W82,1W83,1W84,1WBN,1WBO,1WBS,1WBT,1WBV,1WBW,1WFC,1YQJ,1ZYJ,1ZZ2,1ZZL,2BAJ,2BAK,2BAL,2BAQ,2FSL,2FSM,2FSO,2FST,2GFS,2I0H,2LGC,2NPQ,2OKR,2ONL,2QD9,2RG5,2RG6,2Y8O,2YIS,2YIW,2YIX,2ZAZ,2ZB0,2ZB1,3BV2,3BV3,3BX5,3C5U,3CTQ,3D7Z,3D83,3DS6,3DT1,3E92,3E93,3FC1,3FI4,3FKL,3FKN,3FKO,3FL4,3FLN,3FLQ,3FLS,3FLW,3FLY,3FLZ,3FMH,3FMJ,3FMK,3FML,3FMM,3FMN,3FSF,3FSK,3GC7,3GCP,3GCQ,3GCS,3GCU,3GCV,3GFE,3GI3,3HA8,3HEC,3HEG,3HL7,3HLL,3HP2,3HP5,3HRB,3HUB,3HUC,3HV3,3HV4,3HV5,3HV6,3HV7,3HVC,3IPH,3ITZ,3IW5,3IW6,3IW7,3IW8,3K3I,3K3J,3KF7,3KQ7,3L8S,3L8X,3LFA,3LFB,3LFC,3LFD,3LFE,3LFF,3LHJ,3MGY,3MH0,3MH1,3MH2,3MH3,3MPA,3MPT,3MVL,3MVM,3MW1,3NEW,3NNU,3NNV,3NNW,3NNX,3NWW,3O8P,3O8T,3O8U,3OBG,3OBJ,3OC1,3OCG,3OD6,3ODY,3ODZ,3OEF,3PG3,3QUD,3QUE,3RIN,3ROC,3S3I,3S4Q,3U8W,3UVP,3UVQ,3UVR,3ZS5,3ZSG,3ZSH,3ZSI,3ZYA,4A9Y,4AA0,4AA4,4AA5,4AAC,4DLI,4DLJ,4E5A,4E5B,4E6A,4E6C,4E8A,4EH2,4EH3,4EH4,4EH5,4EH6,4EH7,4EH8,4EH9,4EHV,4EWQ,4F9W,4F9Y,4FA2,4GEO,4KIN,4KIP,4KIQ,4L8M,4R3C,4ZTH,5ETA,5ETC,5ETF,5ETI,5ML5,5MTX,5MTY,5MZ3,5N63,5N64,5N65,5N66,5N67,5N68,5O8U,5O8V,5OMG,5OMH,5TBE,5TCO,5WJJ,5XYX,5XYY,6ANL,6HWT,6HWU,6HWV,6M95,6M9L,6OHD,6QDZ,6QE1,6QYX,6RFO,6SFI,6SFJ,6SFK,6SFO,6TCA,6ZQS,6ZWP,8A8M,8VXE,8X3M,9CJ1,9CJ2,9CJ3,9CJ4,9CJ5"
GSN,P06396,"1C0F,1C0G,1D4X,1DEJ,1EQY,1ESV,1H1V,1KCQ,1MDU,1NLV,1NM1,1NMD,1P8X,1P8Z,1SOL,1T44,1YAG,1YVN,2FF3,2FF6,2FH1,2FH2,2FH3,2FH4,3A5L,3A5M,3A5N,3A5O,3CI5,3CIP,3CJB,3CJC,3FFK,3FFN,3TU5,4PKG,4PKH,4PKI,4S10,4Z94,5FAE,5FAF,5H3M,5H3N,5O2Z,5UBO,5ZZ0,6H1F,6JCO,6JEG,6JEH,6LJE,6LJF,6Q9R,6Q9Z,6QBF,6QW3,7P2B,8VIZ,8VKH"
SDC4,P31431,"1EJP,1EJQ,1OBY,1YBO,8BLV"
STK11,Q15831,"2WTK,4ZDR,5WXN,8VSU"
RB1,P06400,"1AD6,1GH6,1GUX,1H25,1N4M,1O9K,1PJM,2AZE,2QDJ,2R7G,3N5U,3POM,4CRI,4ELJ,4ELL"
UCP1,P25874,"8G8W,8HBV,8HBW,8J1N"
FRS2,Q8WU20,"1XR0,2MFQ"
PIP5K1C,O60331,"2G35,3H1Z,3H85"
TGFBR1,P36897,"1B6C,1IAS,1PY5,1RW8,1VJY,2L5S,2PJY,2WOT,2WOU,2X7O,3FAA,3GXL,3HMM,3KCF,3KFD,3TZM,4X0M,4X2F,4X2G,4X2J,4X2K,4X2N,5E8S,5E8T,5E8U,5E8W,5E8X,5E8Z,5E90,5FRI,5QIK,5QIL,5QIM,5QTZ,5QU0,5USQ,6B8Y,6MAC,8YHF,8YHL,9F6X"
HJV,Q6ZVN8,"4UI1,6Z3L"
ADRB3,P13945,"9IJD,9IJE"
TNFRSF1A,P19438,"1EXT,1FT4,1ICH,1NCF,1TNR,7K7A,7KP7,7KP8,7KPB,8P6Q"
EIF2AK2,P19525,"1QU6,2A19,2A1A,3UIU,6D3K,6D3L,7OBK,7OBL,8BI7,8I9J,8IZN"
GIPR,P48546,"2QKH,4HJ0,6DKJ,7DTY,7FIN,7FIY,7RA3,7RBT,7VAB,8ITL,8ITM,8WA3,8YW4"
APLN,Q9ULZ1,"8XZG,8XZH,8XZJ"
IGFBP1,P08833,"1ZT3,1ZT5,2DSQ"
CHUK,O15111,"3BRT,5EBZ,5TQW,5TQX,5TQY"
IGF2R,P11717,"1E6F,1GP0,1GP3,1GQB,1JPL,1JWG,1LF8,2CNJ,2L29,2L2A,2M68,2M6T,2V5N,2V5O,2V5P,5IEI,6N5X,6N5Y,6P8I,6V02,6Z30,6Z31,6Z32,8AFZ"
IL6,P05231,"1ALU,1IL6,1P9M,2IL6,4CNI,4J4L,4NI7,4NI9,4O9H,4ZS7,5FUC,7NXZ,8D82,8QY5,8QY6,8YWQ,8YWR"
EZR,P15311,"1NI2,4RM8,4RM9,4RMA,7T1K,7T1L"
EIF3K,Q9UBQ5,"1RZ4,3J8B,3J8C,6FEC,6YBD,6ZMW,6ZON,6ZP4,6ZVJ,7A09,7QP6,7QP7,8OZ0,8PJ1,8PJ2,8PJ3,8PJ4,8PJ5,8PJ6,8PPL,8RG0,8XXN,9BLN"
MAP1LC3A,Q9H492,"3ECI,3WAL,3WAN,4ZDV,5CX3,5DPR,6TBE,7R9W,7R9Z,7RA0,8T2L,8T35,8T36,8T4T"
CTH,P32929,"2NMP,3COG,3ELP,5EIG,5TSU,5TT2,6NBA,6OVG"
RPS6KB2,Q9UBS0,
SIRT1,Q96EB6,"4I5I,4IF6,4IG9,4KXQ,4ZZH,4ZZI,4ZZJ,5BTR,8ANB"
SRSF1,Q07955,"1X4A,2M7S,2M8D,2O3D,3BEG,4C0O,6HPJ,7ABG,8QO9"
GDF10,P55107,
EGR1,P18146,"4R2A,4R2C,4R2D,4X9J,5N14"
SRF,P11831,"1HBX,1K6O,1SRS"
ACVR2A,P27037,"3Q4T,3SOC,4ASX,5NH3,7U5P"
IRS2,Q9Y4H2,"3FQW,3FQX"
MAPK8,P45983,"1UKH,1UKI,2G01,2GMX,2H96,2NO3,2XRW,2XS0,3ELJ,3O17,3O2M,3PZE,3V3V,3VUD,3VUG,3VUH,3VUI,3VUK,3VUL,3VUM,4AWI,4E73,4G1W,4HYS,4HYU,4IZY,4L7F,4QTD,4UX9,4YR8,5LW1,6F5E,6ZR5,8PT8,8PT9,8PTA,8R5E,8X5M"
CKM,P06732,"1I0E,7BF2"
SCD,O00767,4ZYO
MDK,P21741,"1MKC,1MKN"
NOX4,Q9NPH5,
SLC16A1,P53985,"6LYY,6LZ0,7CKO,7CKR,7DA5,7YR5"
FNDC5,Q8NAU1,4LSD
COMT,P21964,"3A7E,3BWM,3BWY,4PYI,4PYJ,4PYK,4XUC,4XUD,4XUE,5LSA,6I3C,6I3D"
TK1,P04183,"1W4R,1XBT,2ORV,2WVJ"
WAS,P42768,"1CEE,1EJ5,1T84,2A3Z,2K42,2OT0"
MAPK11,Q15759,"3GC8,3GC9,3GP0,8YGW"
CFL1,P23528,"1Q8G,1Q8X,3J0S,4BEX,5HVK,5L6W,6UBY,6UC0,6UC4,6VAO"
CAV1,Q03135,7SC0
COPS5,Q92905,"4D10,4D18,4F7O,4WSN,5JOG,5JOH,5M5Q,6R6H,6R7F,6R7H,6R7I,8H38,8H3A,8H3F"
HSP90AA1,P07900,"1BYQ,1OSF,1UY6,1UY7,1UY8,1UY9,1UYC,1UYD,1UYE,1UYF,1UYG,1UYH,1UYI,1UYK,1UYL,1YC1,1YC3,1YC4,1YER,1YES,1YET,2BSM,2BT0,2BUG,2BYH,2BYI,2BZ5,2C2L,2CCS,2CCT,2CCU,2FWY,2FWZ,2H55,2JJC,2K5B,2QF6,2QFO,2QG0,2QG2,2UWD,2VCI,2VCJ,2WI1,2WI2,2WI3,2WI4,2WI5,2WI6,2WI7,2XAB,2XDK,2XDL,2XDS,2XDU,2XDX,2XHR,2XHT,2XHX,2XJG,2XJJ,2XJX,2XK2,2YE2,2YE3,2YE4,2YE5,2YE6,2YE7,2YE8,2YE9,2YEA,2YEB,2YEC,2YED,2YEE,2YEF,2YEG,2YEH,2YEI,2YEJ,2YI0,2YI5,2YI6,2YI7,2YJW,2YJX,2YK2,2YK9,2YKB,2YKC,2YKE,2YKI,2YKJ,3B24,3B25,3B26,3B27,3B28,3BM9,3BMY,3D0B,3EKO,3EKR,3FT5,3FT8,3HEK,3HHU,3HYY,3HYZ,3HZ1,3HZ5,3INW,3INX,3K97,3K98,3K99,3MNR,3O0I,3OW6,3OWB,3OWD,3Q6M,3Q6N,3QDD,3QTF,3R4M,3R4N,3R4O,3R4P,3R91,3R92,3RKZ,3RLP,3RLQ,3RLR,3T0H,3T0Z,3T10,3T1K,3T2S,3TUH,3VHA,3VHC,3VHD,3WHA,3WQ9,4AIF,4AWO,4AWP,4AWQ,4B7P,4BQG,4BQJ,4CGQ,4CGU,4CGV,4CGW,4CWF,4CWN,4CWO,4CWP,4CWQ,4CWR,4CWS,4CWT,4EEH,4EFT,4EFU,4EGH,4EGI,4EGK,4FCP,4FCQ,4FCR,4HY6,4JQL,4L8Z,4L90,4L91,4L93,4L94,4LWE,4LWF,4LWG,4LWH,4LWI,4NH7,4NH8,4O04,4O05,4O07,4O09,4O0B,4R3M,4U93,4W7T,4XIP,4XIQ,4XIR,4XIT,4YKQ,4YKR,4YKT,4YKU,4YKW,4YKX,4YKY,4YKZ,5CF0,5FNC,5FND,5FNF,5GGZ,5J20,5J27,5J2V,5J2X,5J64,5J6L,5J6M,5J6N,5J80,5J82,5J86,5J8M,5J8U,5J9X,5LNY,5LNZ,5LO0,5LO1,5LO5,5LO6,5LQ9,5LR1,5LR7,5LRL,5LRZ,5LS1,5M4E,5M4H,5NYH,5NYI,5OCI,5OD7,5ODX,5T21,5VYY,5XQD,5XQE,5XR5,5XR9,5XRB,5XRD,5XRE,5ZR3,6B99,6B9A,6CEO,6CYG,6CYH,6EI5,6EL5,6ELN,6ELO,6ELP,6EY8,6EY9,6EYA,6EYB,6F1N,6FCJ,6FDP,6GP4,6GP8,6GPF,6GPH,6GPO,6GPP,6GPR,6GPT,6GPW,6GPY,6GQ6,6GQR,6GQS,6GQU,6GR1,6GR3,6GR4,6GR5,6HHR,6KSQ,6LR9,6LSZ,6LT8,6LTI,6LTK,6N8X,6OLX,6TN4,6TN5,6U98,6U99,6U9A,6U9B,7DMC,7KRJ,7KW7,7L7I,7L7J,7LSZ,7LT0,7RXZ,7RY0,7RY1,7S8Y,7S8Z,7S90,7S95,7S98,7S99,7S9F,7S9G,7S9H,7S9I,7UR3,8AGI,8AGJ,8AGL,8B7I,8B7J,8FFV,8FFW,8JR6,8JR7,8JRA,8KI4,8SBT,8W4V,8W8K,8X2R,9AUU"
WFIKKN2,Q8TEU8,
NRP1,O14786,"1KEX,2QQI,2QQM,2QQN,3I97,4DEQ,4RN5,5C7G,5IJR,5IYY,5J1X,5JGI,5JGQ,5JHK,5L73,6FMC,6FMF,6TKK,7JJC,7O1N,7P5U,8C5G,8PFE,9EOU"
PPARA,Q07869,"1I7G,1K7L,1KKQ,2NPA,2P54,2REW,2ZNN,3ET1,3FEI,3G8I,3KDT,3KDU,3SP6,3VI8,4BCR,4CI4,5AZT,5HYK,6KAX,6KAY,6KAZ,6KB0,6KB1,6KB2,6KB3,6KB4,6KB5,6KB6,6KB7,6KB8,6KB9,6KBA,6KXX,6KXY,6KYP,6L36,6L37,6L38,6L96,6LX4,6LX5,6LX6,6LX7,6LX8,6LX9,6LXA,6LXB,6LXC,7BPY,7BPZ,7BQ0,7BQ1,7BQ2,7BQ3,7BQ4,7C6Q,7E5F,7E5G,7E5H,7E5I,8HUK,8HUN,8HUQ,8RCE"
B2M,P61769,"1A1M,1A1N,1A1O,1A6Z,1A9B,1A9E,1AGB,1AGC,1AGD,1AGE,1AGF,1AKJ,1AO7,1B0G,1B0R,1BD2,1C16,1CE6,1CG9,1DE4,1DUY,1DUZ,1E27,1E28,1EEY,1EEZ,1EFX,1EXU,1GZP,1GZQ,1HHG,1HHH,1HHI,1HHJ,1HHK,1HLA,1HSA,1HSB,1I1F,1I1Y,1I4F,1I7R,1I7T,1I7U,1IM3,1IM9,1JF1,1JGD,1JGE,1JHT,1JNJ,1K5N,1KPR,1KTL,1LDS,1LP9,1M05,1M6O,1MHE,1MI5,1N2R,1OF2,1OGA,1OGT,1ONQ,1P7Q,1PY4,1Q94,1QEW,1QLF,1QQD,1QR1,1QRN,1QSE,1QSF,1QVO,1R3H,1S8D,1S9W,1S9X,1S9Y,1SYS,1SYV,1T1W,1T1X,1T1Y,1T1Z,1T20,1T21,1T22,1TMC,1TVB,1TVH,1UQS,1UXS,1UXW,1VGK,1W0V,1W0W,1W72,1X7Q,1XH3,1XR8,1XR9,1XZ0,1YDP,1YPZ,1ZHK,1ZHL,1ZS8,1ZSD,1ZT4,1ZVS,2A83,2AK4,2AV1,2AV7,2AXF,2AXG,2BCK,2BNQ,2BNR,2BSR,2BSS,2BST,2BVO,2BVP,2BVQ,2C7U,2CII,2CIK,2CLR,2D31,2D4D,2D4F,2DYP,2E8D,2ESV,2F53,2F54,2F74,2F8O,2FYY,2FZ3,2GIT,2GJ6,2GT9,2GTW,2GTZ,2GUO,2H26,2H6P,2HJK,2HJL,2HLA,2HN7,2J8U,2JCC,2NW3,2NX5,2P5E,2P5W,2PO6,2PYE,2RFX,2UWE,2V2W,2V2X,2VB5,2VLJ,2VLK,2VLL,2VLR,2X4N,2X4O,2X4P,2X4Q,2X4R,2X4S,2X4T,2X4U,2X70,2X89,2XKS,2XKU,2XPG,2YPK,2YPL,2YXF,2Z9T,3AM8,3B3I,3B6S,3BGM,3BH8,3BH9,3BHB,3BO8,3BP4,3BP7,3BVN,3BW9,3BWA,3BXN,3BZE,3BZF,3C9N,3CDG,3CII,3CIQ,3CZF,3D18,3D25,3D2U,3D39,3D3V,3DBX,3DHJ,3DHM,3DTX,3DX6,3DX7,3DX8,3DXA,3EKC,3FFC,3FQN,3FQR,3FQT,3FQU,3FQW,3FQX,3FT2,3FT3,3FT4,3GIV,3GJF,3GSN,3GSO,3GSQ,3GSR,3GSU,3GSV,3GSW,3GSX,3H7B,3H9H,3H9S,3HAE,3HCV,3HG1,3HLA,3HPJ,3HUJ,3I6G,3I6K,3I6L,3IB4,3IXA,3JTS,3KLA,3KPL,3KPM,3KPN,3KPO,3KPP,3KPQ,3KPR,3KPS,3KWW,3KXF,3KYN,3KYO,3L3D,3L3G,3L3I,3L3J,3L3K,3LKN,3LKO,3LKP,3LKQ,3LKR,3LKS,3LN4,3LN5,3LOW,3LOZ,3LV3,3M17,3M1B,3MGO,3MGT,3MR9,3MRB,3MRC,3MRD,3MRE,3MRF,3MRG,3MRH,3MRI,3MRJ,3MRK,3MRL,3MRM,3MRN,3MRO,3MRP,3MRQ,3MRR,3MV7,3MV8,3MV9,3MYJ,3MYZ,3MZT,3NA4,3NFN,3O3A,3O3B,3O3D,3O3E,3O4L,3OV6,3OX8,3OXR,3OXS,3PWJ,3PWL,3PWN,3PWP,3QDA,3QDG,3QDJ,3QDM,3QEQ,3QFD,3QFJ,3QZW,3REW,3RL1,3RL2,3RWJ,3S6C,3SDX,3SJV,3SKM,3SKO,3SPV,3T8X,3TID,3TIE,3TLR,3TM6,3TO2,3TZV,3U0P,3UPR,3UTQ,3UTS,3UTT,3V5D,3V5H,3V5K,3VCL,3VFM,3VFN,3VFO,3VFP,3VFR,3VFS,3VFT,3VFU,3VFV,3VFW,3VH8,3VRI,3VRJ,3VWJ,3VWK,3VXM,3VXN,3VXO,3VXP,3VXR,3VXS,3VXU,3W0W,3W39,3WL9,3WLB,3WUW,3X11,3X12,3X13,3X14,4E0K,4E0L,4E5X,4EN3,4EUP,4F7M,4F7P,4F7T,4FTV,4FXL,4G8G,4G8I,4G9D,4G9F,4GKN,4GKS,4GUP,4HKJ,4HWZ,4HX1,4I48,4I4W,4JFD,4JFE,4JFF,4JFO,4JFP,4JFQ,4JQV,4JQX,4JRX,4JRY,4K71,4K7F,4KDT,4L29,4L3C,4L3E,4L4T,4L4V,4LCW,4LCY,4LHU,4LNR,4M8V,4MJ5,4MJ6,4MJI,4MNQ,4N0F,4N0U,4N8V,4NNX,4NNY,4NO0,4NO2,4NO3,4NO5,4NQC,4NQD,4NQE,4NQV,4NQX,4NT6,4O2C,4O2E,4O2F,4ONO,4PJ5,4PJ7,4PJ8,4PJ9,4PJA,4PJB,4PJC,4PJD,4PJE,4PJF,4PJG,4PJH,4PJI,4PJX,4PR5,4PRA,4PRB,4PRD,4PRE,4PRH,4PRI,4PRN,4PRP,4QOK,4QRP,4QRQ,4QRR,4QRS,4QRT,4QRU,4R9H,4RA3,4RAH,4RMQ,4RMR,4RMS,4RMT,4RMU,4RMV,4RMW,4U1H,4U1I,4U1J,4U1K,4U1L,4U1M,4U1N,4U1S,4U6X,4U6Y,4UQ2,4UQ3,4WC8,4WDI,4WJ5,4WO4,4WU5,4WU7,4WUU,4WW2,4WWK,4X0S,4X6C,4X6D,4X6E,4X6F,4XXC,4Z76,4Z77,4Z78,5B38,5B39,5BJT,5BRZ,5BS0,5BXF,5C07,5C08,5C09,5C0A,5C0B,5C0C,5C0D,5C0E,5C0F,5C0G,5C0I,5C0J,5C9J,5CFH,5CKA,5CKG,5CS7,5CSB,5CSG,5D2L,5D2N,5D5M,5D7I,5D7J,5D7L,5D9S,5DDH,5DEF,5DEG,5E00,5E6I,5E9D,5ENW,5EO0,5EO1,5EOT,5EU3,5EU4,5EU5,5EU6,5EUO,5F1I,5F7D,5F9J,5FA3,5FA4,5FDW,5GR7,5GRD,5GRG,5GSB,5GSD,5GSR,5GSV,5GSX,5HGA,5HGB,5HGD,5HGH,5HHM,5HHN,5HHO,5HHP,5HHQ,5HYJ,5IB1,5IB2,5IB3,5IB4,5IB5,5IEH,5IEK,5IM7,5INC,5IND,5IRO,5ISZ,5IUE,5J1A,5JHD,5JZI,5KNM,5L2J,5L2K,5MEN,5MEO,5MEP,5MEQ,5MER,5N1Y,5N6B,5NHT,5NME,5NMF,5NMG,5NMH,5NMK,5NQ1,5NQ3,5NQK,5OPI,5SWQ,5T6W,5T6X,5T6Y,5T6Z,5T70,5TEZ,5TRZ,5TS1,5TXS,5U16,5U17,5U1R,5U2V,5U6Q,5U72,5U98,5V5L,5V5M,5VGD,5VGE,5VUD,5VUE,5VUF,5VVP,5VWD,5VWF,5VWH,5VWJ,5VZ5,5W1V,5W1W,5W67,5W69,5W6A,5WER,5WHK,5WJL,5WJN,5WKE,5WKF,5WKG,5WKH,5WKI,5WL1,5WMN,5WMO,5WMP,5WMQ,5WMR,5WSH,5WWI,5WWJ,5WWU,5WXC,5WXD,5XOS,5XOT,5XOV,5YXN,5YXU,6AEE,6AM5,6AMT,6AMU,6APN,6AT5,6AT9,6AVF,6AVG,6BJ2,6BJ3,6BJ8,6BXP,6BXQ,6C09,6C15,6C97,6C98,6C99,6CUG,6D29,6D2B,6D2R,6D2T,6D64,6D78,6DKP,6EI2,6ENY,6EQA,6EQB,6EWA,6EWC,6EWO,6FGB,6G3J,6G3K,6GGM,6GH1,6GH4,6GHN,6GK3,6GL1,6ID4,6IEX,6ILM,6J1V,6J1W,6J29,6J2A,6J2E,6J2G,6J2H,6J2I,6J2J,6JOZ,6JP3,6JTN,6JTO,6JTP,6K60,6K7T,6LA6,6LA7,6M1B,6M24,6M2J,6M2K,6MPP,6MT3,6MT4,6MT5,6MT6,6MTL,6MTM,6MWR,6NCA,6NHA,6NPR,6NUX,6O4Y,6O4Z,6O51,6O53,6O9B,6O9C,6OPD,6P23,6P27,6P2C,6P2F,6P2S,6P64,6PA1,6PAG,6PBH,6PTB,6PTE,6PUC,6PUD,6PUE,6PUF,6PUG,6PUH,6PUI,6PUJ,6PUK,6PUL,6PUM,6PVC,6PVD,6PYJ,6PYL,6PYV,6PYW,6PZ5,6Q3K,6Q3S,6QIO,6QIP,6R2L,6RP9,6RPA,6RPB,6RSY,6SS7,6SS8,6SS9,6SSA,6TDO,6TDP,6TDQ,6TDR,6TDS,6TMO,6TRN,6TRO,6UJ7,6UJ8,6UJ9,6UJO,6UJQ,6UK2,6UK4,6ULI,6ULK,6ULN,6ULR,6UON,6UZ1,6UZM,6UZN,6UZO,6UZP,6UZQ,6UZS,6V2O,6V2P,6V2Q,6V3J,6V7Y,6V7Z,6V80,6VB0,6VB1,6VB2,6VB3,6VB4,6VB5,6VB6,6VB7,6VIU,6VM7,6VM8,6VM9,6VMA,6VMC,6VMX,6VPZ,6VQ2,6VQD,6VQE,6VQO,6VQY,6VQZ,6VR1,6VR5,6VRM,6VRN,6W51,6W9U,6W9V,6WNA,6WOL,6WZY,6X00,6XQA,6XQP,6Y26,6Y27,6Y28,6Y29,6Y2A,6Y2B,6Z9V,6Z9W,6Z9X,6ZKW,6ZKX,6ZKY,6ZKZ,7AFV,7ALO,7B5F,7BBG,7BH8,7C9V,7CIQ,7CIR,7CIS,7DUU,7DYN,7DZM,7DZN,7EDO,7EJL,7EJM,7EJN,7EU2,7F4W,7JWI,7JYU,7JYV,7JYW,7JYX,7K80,7K81,7KGO,7KGP,7KGQ,7KGR,7KGS,7KGT,7KOZ,7KP0,7KP1,7L1B,7L1C,7L1D,7LFZ,7LG0,7LG2,7LG3,7LGD,7LGT,7LLI,7LLJ,7M8S,7M8T,7M8U,7MJ6,7MJ7,7MJ8,7MJ9,7MJA,7MKB,7MLE,7MX4,7MXF,7MXH,7N1A,7N1B,7N1E,7N1F,7N2N,7N2O,7N2P,7N2Q,7N2R,7N2S,7N4K,7N5C,7N5P,7N5Q,7N6D,7N6E,7N9J,7NA5,7NDQ,7NDT,7NDU,7NMC,7NMD,7NME,7NMF,7NMG,7NMO,7NMR,7NMT,7NMV,7NMY,7NN5,7NUI,7OW3,7OW4,7OW5,7OW6,7P3D,7P3E,7P49,7P4B,7PB2,7PBC,7PBE,7PDW,7PHR,7Q15,7Q98,7Q99,7Q9A,7Q9B,7QNG,7QPD,7QPJ,7R7V,7R7W,7R7X,7R7Y,7R80,7RE7,7RE8,7RK7,7RM4,7RRG,7RTD,7RTR,7RYM,7RYN,7RYO,7RZD,7RZJ,7S79,7S7D,7S7E,7S7F,7S8A,7S8E,7S8F,7S8Q,7S8R,7S8S,7SA2,7SH4,7SIF,7SIG,7SIH,7SIS,7STF,7SU9,7T0L,7T5M,7TLT,7TR4,7TUC,7TUD,7TUE,7U1R,7U21,7UC5,7UFJ,7UM2,7UMG,7UR1,7WJ2,7WJ3,7WKJ,7WT3,7WT4,7WT5,7WZZ,7X00,7X1B,7X1C,7XF3,7YG3,7ZT2,7ZT3,7ZT4,7ZT5,7ZT7,7ZT8,7ZT9,7ZUC,8A7O,8A7P,8A7Q,8A7T,8BP6,8CX4,8DNT,8DV3,8DV4,8DVG,8E13,8E2Z,8E8I,8EB2,8EC5,8EK5,8ELG,8ELH,8EMF,8EMG,8EMI,8EMJ,8EMK,8EN8,8ENH,8EO8,8ERX,8ES8,8ES9,8ESA,8ESH,8F5A,8F7M,8FJA,8FJB,8FRT,8FU4,8GLE,8GLF,8GLG,8GLH,8GLI,8GOM,8GON,8GVB,8GVG,8GVI,8HN4,8I5C,8I5D,8I5E,8ISN,8QFY,8RBU,8RBV,8RCV,8REF,8RH6,8RHQ,8RLT,8RLU,8RLV,8RNE,8RNF,8RNG,8RNH,8ROO,8ROP,8RRO,8RYM,8RYN,8RYO,8RYP,8RYQ,8SBK,8SBL,8SGB,8SGM,8SHI,8SOS,8T6M,8T7R,8TBV,8TBW,8TMU,8TNJ,8TUB,8TUH,8U9G,8UDR,8V4Z,8V50,8V51,8VCL,8VJZ,8VR9,8VRA,8VRB,8WTE,8WUL,8XES,8XFZ,8XG2,8XKC,8XKE,8Y6X,8YE4,8YIV,8YJ2,8ZV9,9ASF,9ASG,9BL2,9BL3,9BL4,9BL5,9BL6,9BL9,9BLA,9BTX,9BTY,9BTZ,9BU0,9C3E,9C6V,9C6W,9C6X,9CGR,9CGS,9DL1"
EPHA4,P54764,"2LW8,2WO1,2WO2,2WO3,3CKH,3GXU,4BK4,4BK5,4BKA,4BKF,4M4P,4M4R,4W4Z,4W50,5JR2,7OFV,9CY8"
AVP,P01185,"7BB6,7BB7,7DW9,7KH0,7R0C"
SOX2,P48431,"1O4X,2LE4,6T7B,6T90,6WX7,6WX8,6WX9,6YOV"
CEBPD,P49716,
RAPGEF4,Q8WZA2,
INHBA,P08476,"1NYS,1NYU,1S4Y,2ARP,2ARV,2B0U,2P6A,3B4V,4MID,5HLY,5HLZ,6Y6N,6Y6O,7OLY,7U5P"
KLB,Q86Z14,"5VAK,5VAN,5VAQ,5WI9,6NFJ"
